Ciudad,Fecha,Num. Nota,RUT,Razón Social,Canal,Fecha Entrega,Forma de Pago,Num. Ord .Compra,Tot. Neto,Item,Código,Descriptor,Cantidad,Cant. Desp.,Precio Unitario,Pendiente,Terminado,Marca,Línea,Sub Línea 1,Sub Línea 2,Clasificación,Cod. Vend. Cartera,Nombre Vendedor Cartera,Cod. Vendedor,Nombre Vendedor N/V
Santiago                 ,2025-07-25 00:00:00,2325672,70734000-2   ,PADRE FRANCISCANO DEL NORTE                       ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,                                        ,1122496,13,3800203                       ,SEPARADOR BANGRAFICA OFICIO SATINADO 6DIV    ,30,0,661,30,NO,BANGRAFICA                              ,LIBRERÍA                                ,ARCHIVOS Y ALMACENAMIENTO               ,SEPARADORES                             ,STOCK                                   ,ALE                           ,Aurelia Leyton Leyton                        ,ALE                           ,Aurelia Leyton Leyton                        
Santiago                 ,2025-07-25 00:00:00,2325672,70734000-2   ,PADRE FRANCISCANO DEL NORTE                       ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,                                        ,1122496,1,2241001                       ,PAPEL FOTOCOPIA EQUALIT CARTA 500HJ,100,0,3490,100,NO,EQUALIT                                 ,PAPELES OFICINA                         ,PAPEL FOTOCOPIA                         ,PAPEL FOTOCOPIA                         ,STOCK                                   ,ALE                           ,Aurelia Leyton Leyton                        ,ALE                           ,Aurelia Leyton Leyton                        
Santiago                 ,2025-07-25 00:00:00,2325672,70734000-2   ,PADRE FRANCISCANO DEL NORTE                       ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,                                        ,1122496,9,3504781                       ,MARCADOR ARTLINE PIZARRA 500 P/REDONDA AZUL,50,0,1176,50,NO,ARTLINE                                 ,LIBRERÍA                                ,MARCADORES LÁPICES Y OTROS              ,PLUMONES Y MARCADORES                   ,STOCK                                   ,ALE                           ,Aurelia Leyton Leyton                        ,ALE                           ,Aurelia Leyton Leyton                        
Santiago                 ,2025-07-25 00:00:00,2325672,70734000-2   ,PADRE FRANCISCANO DEL NORTE                       ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,                                        ,1122496,2,2241000                       ,PAPEL FOTOCOPIA EQUALIT OFICIO 500HJ,125,0,4160,125,NO,EQUALIT                                 ,PAPELES OFICINA                         ,PAPEL FOTOCOPIA                         ,PAPEL FOTOCOPIA                         ,STOCK                                   ,ALE                           ,Aurelia Leyton Leyton                        ,ALE                           ,Aurelia Leyton Leyton                        
Santiago                 ,2025-07-25 00:00:00,2325672,70734000-2   ,PADRE FRANCISCANO DEL NORTE                       ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,                                        ,1122496,16,3813158                       ,"TIJERA TORRE ERGONOMICA 7,5"" 18CM            ",1,0,1578,1,NO,TORRE                                   ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,TIJERAS                                 ,STOCK                                   ,ALE                           ,Aurelia Leyton Leyton                        ,ALE                           ,Aurelia Leyton Leyton                        
Santiago                 ,2025-07-25 00:00:00,2325672,70734000-2   ,PADRE FRANCISCANO DEL NORTE                       ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,                                        ,1122496,7,3813955                       ,ESPIRAL DIAZOL 10MM NEGRO 100UN,1,0,7553,1,NO,DIAZOL                                  ,LIBRERÍA                                ,EQUIPOS DE OFICINA E INSUMOS            ,ESPIRALES ANILLOS Y PEINES              ,STOCK                                   ,ALE                           ,Aurelia Leyton Leyton                        ,ALE                           ,Aurelia Leyton Leyton                        
Santiago                 ,2025-07-25 00:00:00,2325672,70734000-2   ,PADRE FRANCISCANO DEL NORTE                       ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,                                        ,1122496,8,3813966                       ,ESPIRAL DIAZOL 45MM NEGRO 10UN,1,0,7553,1,NO,DIAZOL                                  ,LIBRERÍA                                ,EQUIPOS DE OFICINA E INSUMOS            ,ESPIRALES ANILLOS Y PEINES              ,STOCK                                   ,ALE                           ,Aurelia Leyton Leyton                        ,ALE                           ,Aurelia Leyton Leyton                        
Santiago                 ,2025-07-25 00:00:00,2325675,61979020-0_1 ,DIRECCION REGIONAL ARICA Y PARINACOTA             ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,5702-534-CM25                           ,3283795,2,2220401                       ,ARCH AUCA OFICIO ANCHO                       ,100,0,1382,100,NO,AUCA                                    ,LIBRERÍA                                ,ARCHIVOS Y ALMACENAMIENTO               ,ARCHIVADORES                            ,STOCK                                   ,CFC                           ,Camila Fernanda Corvalán                     ,CFC                           ,Camila Fernanda Corvalán                     
Santiago                 ,2025-07-25 00:00:00,2325675,61979020-0_1 ,DIRECCION REGIONAL ARICA Y PARINACOTA             ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,5702-534-CM25                           ,3283795,10,2220501                       ,C.U. COLON LISO 7MM 100HJ,100,0,956,100,NO,COLON                                   ,LIBRERÍA                                ,CUADERNOS                               ,CUADERNOS UNIV. LISO                    ,STOCK                                   ,CFC                           ,Camila Fernanda Corvalán                     ,CFC                           ,Camila Fernanda Corvalán                     
Santiago                 ,2025-07-25 00:00:00,2325675,61979020-0_1 ,DIRECCION REGIONAL ARICA Y PARINACOTA             ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,5702-534-CM25                           ,3283795,8,2221575                       ,CORCHETE TORRE 26/6 5000UN                   ,100,0,660,100,NO,TORRE                                   ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CORCHETERAS Y CORCHETES                 ,STOCK                                   ,CFC                           ,Camila Fernanda Corvalán                     ,CFC                           ,Camila Fernanda Corvalán                     
Santiago                 ,2025-07-25 00:00:00,2325675,61979020-0_1 ,DIRECCION REGIONAL ARICA Y PARINACOTA             ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,5702-534-CM25                           ,3283795,5,3813886                       ,CINTA ENMASCARAR USATAPE GP 48X40MM          ,100,0,1620,100,NO,USATAPE                                 ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CINTAS ADHESIVAS Y EMBALAJE             ,BLOQUEO-C                               ,CFC                           ,Camila Fernanda Corvalán                     ,CFC                           ,Camila Fernanda Corvalán                     
Santiago                 ,2025-07-25 00:00:00,2325675,61979020-0_1 ,DIRECCION REGIONAL ARICA Y PARINACOTA             ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,5702-534-CM25                           ,3283795,6,3814052                       ,ACCO CLIP AUCA PLASTICO COLORES 50UN,100,0,1008,100,NO,AUCA                                    ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CLIP-ACCO CLIP                          ,STOCK                                   ,CFC                           ,Camila Fernanda Corvalán                     ,CFC                           ,Camila Fernanda Corvalán                     
Santiago                 ,2025-07-25 00:00:00,2325675,61979020-0_1 ,DIRECCION REGIONAL ARICA Y PARINACOTA             ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,5702-534-CM25                           ,3283795,19,3813145                       ,CARPETA COLGANTE TORRE AZUL B/METAL,100,0,832.5,100,NO,TORRE                                   ,LIBRERÍA                                ,ARCHIVOS Y ALMACENAMIENTO               ,CARPETAS                                ,STOCK                                   ,CFC                           ,Camila Fernanda Corvalán                     ,CFC                           ,Camila Fernanda Corvalán                     
